employee_id,name,subsidiary,division,department,role,level,fte,manager_id,performance_score,engagement_score,market_pull,key_person_dependency,attrition_risk,tenure_years,salary_grade
E0171,Hoàng Văn An,Genesis Green Manufacturing,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0471,60.7,97.5,59,90,42.4,12.7,G9
E0172,Hoàng Minh An,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0133,49.5,99.0,25,21,6.4,10.7,G7
E0173,Phạm Đức Hà,Genesis Holding Office,Corporate,Finance,Finance Supervisor,Supervisor,1,CEO,83.3,60.3,53,65,48.7,2.0,G5
E0174,Hoàng Ngọc Mai,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0820,75.4,89.6,27,34,25.0,7.0,G4
E0175,Vũ Văn Mai,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0702,99.0,71.4,65,68,46.2,3.2,G3
E0176,Hồ Gia Mai,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Staff,Staff,1,E0417,88.0,99.0,75,47,26.8,1.3,G6
E0177,Bùi Gia Quân,Genesis Social Responsibility Platform,Corporate,HR,HR Specialist,Specialist,1,E0936,80.5,65.0,62,97,53.6,3.0,G9
E0178,Lê Thị Long,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Staff,Staff,1,E0718,82.0,68.9,50,12,33.6,6.2,G8
E0179,Lê Văn Phúc,Genesis Green Manufacturing,Corporate,Finance,Finance Specialist,Specialist,1,E0173,70.6,76.9,86,95,52.7,2.1,G6
E0180,Phạm Thị Long,Genesis Social Responsibility Platform,Manufacturing,Quality,Quality Specialist,Specialist,1,E0511,75.8,90.0,55,92,46.5,1.3,G10
E0181,Bùi Gia Phúc,Genesis Fund & Innovation,Investment,Research,Research Staff,Staff,1,E1000,58.0,62.7,75,26,43.2,5.5,G6
E0182,Nguyễn Văn Phúc,Genesis Green Manufacturing,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0225,60.7,80.4,81,71,40.7,7.5,G5
E0183,Nguyễn Thu Bình,Genesis Human Resources Services,Manufacturing,Production,Production Manager,Manager,1,CEO,64.0,68.0,29,67,40.4,2.7,G8
E0184,Bùi Gia Linh,Genesis Fund & Innovation,Commercial,Sales,Sales Senior Manager,Senior Manager,1,CEO,76.7,62.8,56,91,51.7,5.6,G2
E0185,Nguyễn Thị Nam,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0194,83.3,72.6,76,44,40.9,0.5,G5
E0186,Hoàng Gia Thảo,Genesis Human Resources Services,Executive,Strategy,Strategy Senior Specialist,Senior Specialist,1,E0826,73.7,97.2,36,74,22.3,0.7,G9
E0187,Đặng Gia Mai,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0248,67.5,73.1,74,43,31.7,1.5,G9
E0188,Bùi Minh Bình,Genesis Holding Office,Manufacturing,Production,Production Specialist,Specialist,1,E0660,67.9,77.6,68,55,38.1,4.1,G10
E0189,Hoàng Gia Yến,Genesis Holding Office,Corporate,Finance,Finance Staff,Staff,1,E0244,93.5,74.7,57,21,34.1,0.3,G9
E0190,Đặng Ngọc Long,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0656,74.1,85.9,27,65,24.0,2.9,G6
E0191,Hồ Thị Tuấn,Genesis Green Manufacturing,Commercial,Sales,Sales Staff,Staff,1,E0528,87.8,76.8,72,63,47.0,3.9,G3
E0192,Hồ Minh Thảo,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0907,83.7,79.8,60,50,29.9,2.6,G8
E0193,Đỗ Đức Quân,Genesis Holding Office,Technology,IT,IT Manager,Manager,1,CEO,70.9,59.4,48,60,50.2,1.1,G6
E0194,Bùi Minh Minh,Genesis Human Resources Services,Commercial,Sales,Sales Manager,Manager,1,CEO,90.3,47.3,64,62,51.0,10.3,G10
E0195,Phạm Ngọc Minh,Genesis Fund & Innovation,Corporate,Procurement,Procurement Staff,Staff,1,E0214,70.3,73.5,21,39,25.7,3.0,G9
E0196,Đặng Gia Sơn,Genesis Human Resources Services,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0797,51.6,83.8,87,72,47.0,3.3,G4
E0197,Đỗ Văn Trang,Genesis Holding Office,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0780,70.7,60.5,37,84,47.5,5.1,G6
E0198,Bùi Thị Trang,Genesis Human Resources Services,Technology,IT,IT Manager,Manager,1,CEO,85.6,69.3,79,72,43.0,5.2,G2
E0199,Trần Thu Bình,Genesis Fund & Innovation,Corporate,HR,HR Specialist,Specialist,1,E0617,67.0,83.1,47,92,34.5,1.0,G7
E0200,Vũ Gia Phúc,Genesis Social Responsibility Platform,Corporate,Finance,Finance Staff,Staff,1,E0619,95.0,86.6,94,21,40.7,2.8,G2
E0201,Đỗ Ngọc Long,Genesis Human Resources Services,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0675,65.9,81.4,47,85,32.6,8.5,G10
E0202,Đặng Thu Bình,Genesis Green Manufacturing,Manufacturing,Quality,Quality Manager,Manager,1,CEO,92.6,56.0,40,73,41.4,8.1,G3
E0203,Phạm Thị Minh,Genesis Holding Office,Executive,Strategy,Strategy Senior Manager,Senior Manager,1,CEO,72.2,77.0,21,89,30.2,2.9,G7
E0204,Lê Văn An,Genesis Holding Office,Commercial,Sales,Sales Staff,Staff,1,E0263,67.0,60.7,78,19,32.4,0.6,G10
E0205,Đặng Văn Việt,Genesis Green Manufacturing,Manufacturing,EHS,EHS Senior Specialist,Senior Specialist,1,E0280,79.1,64.5,55,74,45.0,10.6,G2
E0206,Trần Minh Nam,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Supervisor,Supervisor,1,CEO,68.0,87.4,61,15,24.3,9.3,G4
E0207,Bùi Minh Chi,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0772,73.0,66.8,71,56,46.7,5.8,G5
E0208,Hồ Ngọc An,Genesis Holding Office,Executive,Strategy,Strategy Specialist,Specialist,1,E0065,92.6,81.2,30,75,27.3,4.5,G6
E0209,Hồ Minh Việt,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0705,96.2,95.5,41,70,20.3,2.7,G2
E0210,Phạm Gia Mai,Genesis Holding Office,Commercial,Marketing,Marketing Manager,Manager,1,CEO,99.0,69.4,31,66,31.7,1.3,G9
E0211,Bùi Văn Việt,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0446,75.4,99.0,64,10,14.6,7.9,G2
E0212,Lê Đức Tuấn,Genesis Social Responsibility Platform,Corporate,HR,HR Staff,Staff,1,E0057,77.6,73.8,68,22,33.0,8.3,G9
E0213,Phạm Thị Nam,Genesis Human Resources Services,Manufacturing,EHS,EHS Staff,Staff,1,E0280,73.5,74.3,28,31,32.4,4.0,G5
E0214,Lê Văn Việt,Genesis Fund & Innovation,Corporate,Procurement,Procurement Manager,Manager,1,CEO,67.9,76.0,60,98,52.4,5.9,G8
E0215,Trần Ngọc Tâm,Genesis Human Resources Services,Executive,CEO Office,CEO Office Staff,Staff,1,E0784,65.4,62.4,52,29,42.5,0.9,G5
E0216,Phạm Thu Yến,Genesis Fund & Innovation,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0464,75.8,78.9,62,71,38.1,2.8,G6
E0217,Bùi Minh Minh,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0434,67.9,89.3,73,68,42.0,3.1,G6
E0218,Lê Gia Yến,Genesis Human Resources Services,Executive,Strategy,Strategy Staff,Staff,1,E0203,82.1,85.2,69,11,30.7,5.8,G8
E0219,Đặng Đức Long,Genesis Fund & Innovation,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0266,79.7,66.9,33,93,41.0,12.9,G10
E0220,Vũ Thu Bình,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0407,90.1,95.7,39,61,21.8,5.3,G2
E0221,Bùi Văn Việt,Genesis Fund & Innovation,Executive,Strategy,Strategy Supervisor,Supervisor,1,CEO,76.4,72.9,46,44,31.8,6.0,G8
E0222,Nguyễn Ngọc Tâm,Genesis Fund & Innovation,Executive,Strategy,Strategy Specialist,Specialist,1,E0397,75.9,85.7,74,64,32.1,2.4,G3
E0223,Nguyễn Minh Nam,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0687,64.1,99.0,66,39,21.0,1.0,G8
E0224,Vũ Ngọc Trang,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Supervisor,Supervisor,1,CEO,77.8,90.2,47,60,25.9,9.1,G2
E0225,Lê Thu Dũng,Genesis Fund & Innovation,Technology,IT,IT Supervisor,Supervisor,1,CEO,60.6,63.5,77,48,48.9,1.8,G10
E0226,Hồ Văn Chi,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0010,92.0,78.0,29,47,34.7,2.7,G4
E0227,Hồ Thị Hà,Genesis Human Resources Services,Commercial,Sales,Sales Staff,Staff,1,E0194,95.2,51.8,55,27,38.4,2.4,G7
E0228,Trần Ngọc Trang,Genesis Holding Office,Commercial,Marketing,Marketing Senior Manager,Senior Manager,1,CEO,70.3,69.5,67,74,49.7,3.9,G6
E0229,Phạm Đức Bình,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0299,86.1,79.5,63,33,32.7,7.6,G6
E0230,Nguyễn Gia Nam,Genesis Human Resources Services,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0393,66.6,55.4,50,74,49.9,2.9,G6
E0231,Vũ Ngọc Nam,Genesis Fund & Innovation,Corporate,HR,HR Specialist,Specialist,1,E0936,64.5,80.3,59,95,47.5,6.5,G4
E0232,Nguyễn Đức Minh,Genesis Fund & Innovation,Manufacturing,Quality,Quality Specialist,Specialist,1,E0585,83.7,64.0,37,55,33.0,5.0,G3
E0233,Đặng Minh Bình,Genesis Human Resources Services,Corporate,HR,HR Manager,Manager,1,CEO,77.6,65.4,42,67,35.0,2.4,G10
E0234,Trần Thu Minh,Genesis Holding Office,Technology,IT,IT Staff,Staff,1,E0958,75.1,74.9,46,59,33.4,1.1,G8
E0235,Trần Ngọc Việt,Genesis Human Resources Services,Manufacturing,Production,Production Manager,Manager,1,CEO,59.1,63.9,43,58,47.0,5.4,G6
E0236,Nguyễn Gia Dũng,Genesis Holding Office,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0385,85.4,90.5,32,28,23.9,1.2,G9
E0237,Hồ Ngọc Trang,Genesis Human Resources Services,Commercial,Marketing,Marketing Specialist,Specialist,1,E0417,71.5,96.6,44,98,40.9,3.9,G4
E0238,Đỗ Đức Trang,Genesis Human Resources Services,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0471,71.0,81.8,76,69,35.3,2.1,G8
E0239,Đỗ Gia Dũng,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0281,67.3,87.2,42,18,13.9,7.7,G4
E0240,Hồ Thị Sơn,Genesis Social Responsibility Platform,Corporate,Finance,Finance Staff,Staff,1,E0173,52.6,96.6,57,10,16.2,4.5,G7
E0241,Hoàng Đức Hải,Genesis Social Responsibility Platform,Technology,IT,IT Staff,Staff,1,E0738,81.8,82.0,45,55,36.4,4.9,G5
E0242,Trần Thu Long,Genesis Social Responsibility Platform,Manufacturing,Production,Production Manager,Manager,1,CEO,65.2,36.3,74,60,52.3,2.2,G4
E0243,Đặng Gia Bình,Genesis Green Manufacturing,Commercial,Sales,Sales Supervisor,Supervisor,1,CEO,80.5,94.1,70,22,20.6,1.2,G5
E0244,Hồ Minh Dũng,Genesis Social Responsibility Platform,Corporate,Finance,Finance Senior Manager,Senior Manager,1,CEO,87.8,49.4,83,77,57.0,4.1,G5
E0245,Đỗ Văn Minh,Genesis Fund & Innovation,Technology,IT,IT Supervisor,Supervisor,1,CEO,81.8,82.9,90,63,39.6,6.5,G10
E0246,Đỗ Thu Dũng,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0945,74.4,86.6,71,88,41.4,4.4,G2
E0247,Lê Thị Linh,Genesis Holding Office,Manufacturing,Supply Chain,Supply Chain Specialist,Specialist,1,E0831,77.2,77.1,68,67,41.4,0.7,G6
E0248,Phạm Đức Quân,Genesis Human Resources Services,Manufacturing,Production,Production Manager,Manager,1,CEO,68.1,72.3,60,96,49.9,11.5,G7
E0249,Trần Văn Quân,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0318,82.9,79.4,45,40,31.2,4.3,G10
E0250,Đặng Gia Mai,Genesis Holding Office,Manufacturing,Quality,Quality Senior Specialist,Senior Specialist,1,E0585,63.9,78.3,58,83,48.6,3.2,G6
E0251,Lê Thu Quân,Genesis Holding Office,Corporate,Finance,Finance Senior Specialist,Senior Specialist,1,E0291,77.8,58.5,73,69,59.1,1.3,G6
E0252,Lê Thu Trang,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0145,78.1,90.2,33,10,22.3,11.7,G3
E0253,Đỗ Thị Tâm,Genesis Holding Office,Technology,Data & AI,Data & AI Supervisor,Supervisor,1,CEO,95.1,54.5,67,21,44.8,1.5,G3
E0254,Lê Văn Yến,Genesis Human Resources Services,Manufacturing,Quality,Quality Specialist,Specialist,1,E0772,88.4,74.9,33,77,30.1,1.8,G5
E0255,Hồ Thị Tâm,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0688,77.3,86.7,34,77,24.3,1.6,G3
E0256,Đặng Đức Hải,Genesis Fund & Innovation,Commercial,Sales,Sales Staff,Staff,1,E0946,84.4,85.1,65,19,23.0,5.6,G6
E0257,Bùi Thu Trang,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0069,67.8,76.8,78,76,47.9,2.4,G4
E0258,Đỗ Văn Thảo,Genesis Social Responsibility Platform,Technology,IT,IT Staff,Staff,1,E0665,96.5,66.4,83,51,51.5,7.1,G8
E0259,Nguyễn Đức An,Genesis Holding Office,Commercial,Sales,Sales Manager,Manager,1,CEO,65.4,62.9,80,59,45.7,0.7,G4
E0260,Nguyễn Ngọc Quân,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0583,83.0,82.4,57,23,26.8,2.5,G4
E0261,Vũ Ngọc An,Genesis Social Responsibility Platform,Corporate,Finance,Finance Staff,Staff,1,E0350,71.4,85.4,52,13,22.8,7.0,G5
E0262,Đặng Ngọc Hải,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0745,60.6,71.7,73,46,36.3,3.9,G10
E0263,Vũ Thu Việt,Genesis Fund & Innovation,Commercial,Sales,Sales Senior Manager,Senior Manager,1,CEO,66.7,63.2,82,77,57.1,2.5,G5
E0264,Trần Đức Nam,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0907,99.0,67.8,55,67,44.9,14.4,G5
E0265,Lê Thị Quân,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,95.1,80.4,39,74,35.3,7.9,G10
E0266,Đặng Minh Sơn,Genesis Holding Office,Manufacturing,Quality,Quality Supervisor,Supervisor,1,CEO,83.2,75.2,23,55,29.6,1.6,G5
E0267,Đặng Đức Thảo,Genesis Social Responsibility Platform,Commercial,Sales,Sales Specialist,Specialist,1,E0243,90.9,58.7,95,76,64.3,7.2,G10
E0268,Hồ Văn Sơn,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Staff,Staff,1,E0010,59.9,83.9,43,37,23.3,3.3,G10
E0269,Lê Minh Phúc,Genesis Human Resources Services,Executive,Strategy,Strategy Senior Specialist,Senior Specialist,1,E0221,69.5,69.2,61,65,47.1,2.6,G9
E0270,Lê Ngọc Mai,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Manager,Manager,1,CEO,89.3,82.6,73,87,37.2,5.8,G5
E0271,Trần Ngọc Trang,Genesis Human Resources Services,Corporate,Finance,Finance Manager,Manager,1,CEO,84.1,74.9,51,60,30.8,8.2,G8
E0272,Lê Thị Thảo,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Manager,Manager,1,CEO,89.8,61.5,49,73,43.9,2.6,G7
E0273,Bùi Ngọc Trang,Genesis Social Responsibility Platform,Executive,Transformation Office,Transformation Office Manager,Manager,1,CEO,66.5,54.9,39,64,44.2,5.3,G2
E0274,Trần Thu An,Genesis Green Manufacturing,Commercial,Sales,Sales Senior Manager,Senior Manager,1,CEO,71.6,76.1,47,88,42.5,4.8,G2
E0275,Đỗ Gia Dũng,Genesis Green Manufacturing,Investment,Investment,Investment Specialist,Specialist,1,E0279,71.5,82.6,35,81,27.0,0.7,G4
E0276,Lê Thị Linh,Genesis Green Manufacturing,Technology,IT,IT Staff,Staff,1,E0245,82.9,83.7,93,61,49.7,1.9,G4
E0277,Phạm Ngọc Hà,Genesis Social Responsibility Platform,Manufacturing,Production,Production Specialist,Specialist,1,E0496,53.6,77.1,55,78,41.4,2.9,G5
E0278,Trần Ngọc Minh,Genesis Green Manufacturing,Commercial,Sales,Sales Staff,Staff,1,E0184,78.7,69.4,82,11,39.2,1.9,G3
E0279,Nguyễn Minh Tâm,Genesis Holding Office,Investment,Investment,Investment Manager,Manager,1,CEO,79.0,78.1,53,95,52.0,1.7,G2
E0280,Phạm Văn Linh,Genesis Social Responsibility Platform,Manufacturing,EHS,EHS Manager,Manager,1,CEO,96.4,77.8,75,96,45.1,1.4,G2
E0281,Vũ Ngọc Hà,Genesis Holding Office,Manufacturing,Production,Production Manager,Manager,1,CEO,89.6,68.3,64,76,52.3,3.4,G4
E0282,Vũ Ngọc Hà,Genesis Human Resources Services,Manufacturing,Production,Production Specialist,Specialist,1,E0315,46.9,85.9,61,70,41.8,3.8,G4
E0283,Phạm Thu Quân,Genesis Holding Office,Manufacturing,Production,Production Senior Specialist,Senior Specialist,1,E0265,74.1,67.2,50,60,45.4,1.1,G2
E0284,Bùi Thị An,Genesis Green Manufacturing,CSR,Sustainability,Sustainability Staff,Staff,1,E0458,63.7,75.3,57,55,38.5,1.5,G3
E0285,Đỗ Gia Sơn,Genesis Holding Office,Technology,Data & AI,Data & AI Staff,Staff,1,E0822,80.9,66.4,50,61,35.3,3.2,G9
E0286,Đặng Gia Thảo,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0203,84.5,44.6,61,10,42.3,2.2,G8
E0287,Trần Gia Quân,Genesis Human Resources Services,CSR,Sustainability,Sustainability Specialist,Specialist,1,E0901,92.9,63.5,66,79,48.0,5.6,G9
E0288,Bùi Thị Tâm,Genesis Green Manufacturing,Manufacturing,Supply Chain,Supply Chain Staff,Staff,1,E0732,89.8,75.4,39,48,28.1,4.1,G8
E0289,Đỗ Thu Chi,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0668,78.0,82.1,36,48,31.6,5.5,G7
E0290,Vũ Văn Long,Genesis Human Resources Services,Corporate,HR,HR Supervisor,Supervisor,1,CEO,87.3,88.5,69,44,38.5,7.2,G3
E0291,Đặng Gia Sơn,Genesis Green Manufacturing,Corporate,Finance,Finance Manager,Manager,1,CEO,69.7,65.8,69,97,57.1,3.6,G7
E0292,Lê Thu Linh,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Senior Specialist,Senior Specialist,1,E0899,84.6,84.3,46,90,46.0,0.4,G6
E0293,Hồ Minh Tâm,Genesis Holding Office,Corporate,Procurement,Procurement Staff,Staff,1,E0214,85.1,65.5,73,61,48.7,2.5,G4
E0294,Bùi Đức An,Genesis Fund & Innovation,Investment,Research,Research Specialist,Specialist,1,E1000,77.4,65.1,48,64,35.5,3.8,G10
E0295,Bùi Ngọc Dũng,Genesis Holding Office,Executive,Strategy,Strategy Staff,Staff,1,E0805,97.5,73.8,73,26,34.3,1.5,G4
E0296,Đặng Gia Phúc,Genesis Fund & Innovation,Technology,Data & AI,Data & AI Specialist,Specialist,1,E0797,81.1,75.4,75,76,42.0,5.2,G2
E0297,Bùi Đức Long,Genesis Social Responsibility Platform,Technology,Data & AI,Data & AI Staff,Staff,1,E0419,69.4,79.6,62,41,28.2,12.3,G3
E0298,Lê Thị Hải,Genesis Fund & Innovation,Manufacturing,Maintenance,Maintenance Senior Specialist,Senior Specialist,1,E0365,57.3,72.2,74,81,55.4,4.0,G5
E0299,Trần Ngọc Linh,Genesis Social Responsibility Platform,Manufacturing,Production,Production Manager,Manager,1,CEO,52.1,62.9,41,78,50.3,0.6,G10
E0300,Vũ Văn An,Genesis Social Responsibility Platform,Manufacturing,Maintenance,Maintenance Specialist,Specialist,1,E0780,74.0,55.6,72,71,51.8,9.5,G2
E0301,Hoàng Thị Phúc,Genesis Human Resources Services,Manufacturing,Production,Production Staff,Staff,1,E0494,57.1,96.6,74,44,29.6,10.4,G10
E0302,Bùi Minh Dũng,Genesis Green Manufacturing,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0082,80.0,94.1,74,13,29.6,6.0,G6
E0303,Nguyễn Minh Minh,Genesis Social Responsibility Platform,Commercial,Marketing,Marketing Staff,Staff,1,E0309,92.4,78.6,75,59,33.9,6.7,G2
E0304,Bùi Văn Long,Genesis Fund & Innovation,Technology,Automation,Automation Staff,Staff,1,E0034,79.2,72.9,31,18,30.8,0.6,G8
E0305,Đặng Ngọc Mai,Genesis Fund & Innovation,Corporate,Finance,Finance Staff,Staff,1,E0619,71.7,82.6,91,38,40.0,9.1,G9
E0306,Lê Ngọc Yến,Genesis Fund & Innovation,Corporate,Finance,Finance Staff,Staff,1,E0521,86.2,79.6,53,49,28.1,3.7,G2
E0307,Đỗ Gia Nam,Genesis Holding Office,Commercial,Sales,Sales Senior Specialist,Senior Specialist,1,E0946,72.1,59.9,67,70,47.2,2.4,G2
E0308,Đỗ Gia Tuấn,Genesis Social Responsibility Platform,Manufacturing,Production,Production Staff,Staff,1,E0451,66.4,86.1,57,65,29.1,5.0,G10
E0309,Phạm Gia An,Genesis Holding Office,Commercial,Marketing,Marketing Manager,Manager,1,CEO,83.5,86.5,61,64,42.0,4.1,G5
E0310,Đặng Thị Long,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0154,77.1,64.0,70,19,42.3,0.8,G3
E0311,Trần Thu Hà,Genesis Human Resources Services,Commercial,Sales,Sales Specialist,Specialist,1,E0259,99.0,99.0,80,56,25.5,1.6,G6
E0312,Hồ Văn Chi,Genesis Fund & Innovation,CSR,Sustainability,Sustainability Senior Specialist,Senior Specialist,1,E0458,80.7,93.7,23,68,26.0,2.6,G8
E0313,Hồ Văn Thảo,Genesis Green Manufacturing,Manufacturing,Production,Production Specialist,Specialist,1,E0299,99.0,68.8,56,90,52.1,5.2,G2
E0314,Phạm Gia Long,Genesis Fund & Innovation,Corporate,HR,HR Staff,Staff,1,E0631,82.7,54.2,68,36,40.1,6.5,G6
E0315,Đặng Đức Tâm,Genesis Human Resources Services,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,71.1,81.7,23,36,27.1,1.3,G2
E0316,Đỗ Đức Quân,Genesis Holding Office,Manufacturing,Production,Production Staff,Staff,1,E0995,58.1,62.5,35,16,35.9,9.8,G6
E0317,Đặng Đức Thảo,Genesis Human Resources Services,Manufacturing,Supply Chain,Supply Chain Senior Specialist,Senior Specialist,1,E0727,84.0,58.7,24,81,40.9,1.2,G8
E0318,Nguyễn Ngọc Thảo,Genesis Fund & Innovation,Manufacturing,Supply Chain,Supply Chain Senior Manager,Senior Manager,1,CEO,85.1,65.1,71,85,58.5,0.1,G5
E0319,Nguyễn Minh Quân,Genesis Holding Office,Manufacturing,Quality,Quality Staff,Staff,1,E0322,84.9,76.4,56,13,32.0,8.9,G2
E0320,Đỗ Ngọc Yến,Genesis Green Manufacturing,Technology,Product,Product Senior Specialist,Senior Specialist,1,E0787,45.6,72.6,31,81,45.8,3.0,G9
E0321,Vũ Minh Dũng,Genesis Green Manufacturing,Commercial,Marketing,Marketing Staff,Staff,1,E0115,89.2,88.3,54,36,29.7,0.7,G8
E0322,Lê Ngọc Phúc,Genesis Fund & Innovation,Manufacturing,Quality,Quality Manager,Manager,1,CEO,62.8,82.6,41,83,35.0,3.4,G7
E0323,Đặng Đức Tuấn,Genesis Green Manufacturing,Corporate,HR,HR Specialist,Specialist,1,E0970,87.6,76.7,41,68,31.0,4.3,G8
E0324,Đặng Đức Bình,Genesis Green Manufacturing,Corporate,HR,HR Staff,Staff,1,E0617,60.9,93.5,52,24,18.5,0.7,G5
E0325,Nguyễn Ngọc Quân,Genesis Fund & Innovation,Corporate,HR,HR Specialist,Specialist,1,E0446,61.4,74.2,74,78,52.0,8.6,G6
E0326,Đỗ Gia Sơn,Genesis Holding Office,Executive,Transformation Office,Transformation Office Staff,Staff,1,E0717,68.9,91.2,31,24,10.9,3.9,G4
E0327,Nguyễn Thu Tuấn,Genesis Fund & Innovation,Technology,IT,IT Senior Specialist,Senior Specialist,1,E0150,71.9,69.8,74,85,52.6,7.1,G3
E0328,Đặng Văn Việt,Genesis Holding Office,Commercial,Customer Success,Customer Success Specialist,Specialist,1,E0121,47.4,83.5,57,85,43.0,8.7,G8
E0329,Hồ Thị Hải,Genesis Social Responsibility Platform,Commercial,Sales,Sales Specialist,Specialist,1,E0556,73.9,53.8,67,58,45.5,5.3,G3
E0330,Hoàng Thị An,Genesis Holding Office,Manufacturing,Quality,Quality Senior Manager,Senior Manager,1,CEO,63.4,79.4,49,56,40.5,5.5,G7
E0331,Lê Gia Sơn,Genesis Human Resources Services,Manufacturing,Quality,Quality Specialist,Specialist,1,E0772,78.3,84.9,53,97,46.8,8.0,G4
E0332,Vũ Văn Quân,Genesis Human Resources Services,Manufacturing,Maintenance,Maintenance Manager,Manager,1,CEO,79.3,73.6,52,64,46.6,1.6,G3
E0333,Vũ Đức Quân,Genesis Holding Office,Executive,CEO Office,CEO Office Staff,Staff,1,E0645,69.1,82.6,55,23,28.5,9.5,G2
E0334,Đặng Gia Minh,Genesis Social Responsibility Platform,Manufacturing,Production,Production Specialist,Specialist,1,E0687,87.6,46.2,31,74,51.9,0.4,G8
E0335,Vũ Ngọc Quân,Genesis Green Manufacturing,Technology,Data & AI,Data & AI Staff,Staff,1,E0356,87.8,55.6,54,57,40.2,3.6,G9
E0336,Nguyễn Ngọc Hải,Genesis Green Manufacturing,Manufacturing,Production,Production Staff,Staff,1,E0134,84.0,73.7,33,50,24.1,1.3,G4
E0337,Bùi Thu Linh,Genesis Social Responsibility Platform,Investment,Investment,Investment Staff,Staff,1,E0279,81.0,91.3,47,44,21.5,6.7,G5
E0338,Hồ Minh Thảo,Genesis Fund & Innovation,Corporate,Procurement,Procurement Specialist,Specialist,1,E0214,69.9,78.7,40,59,26.2,1.2,G8
E0339,Bùi Thu An,Genesis Green Manufacturing,Corporate,Finance,Finance Staff,Staff,1,E0244,76.7,59.1,81,13,40.6,0.9,G4
E0340,Đỗ Thu Hải,Genesis Human Resources Services,Manufacturing,Production,Production Supervisor,Supervisor,1,CEO,70.8,88.8,62,19,19.6,3.5,G7
E0341,Hồ Đức Việt,Genesis Green Manufacturing,Commercial,Marketing,Marketing Staff,Staff,1,E0115,77.0,70.7,44,58,39.0,2.6,G8
E0342,Lê Thu Chi,Genesis Social Responsibility Platform,Corporate,HR,HR Specialist,Specialist,1,E0617,81.6,82.8,56,58,30.3,1.8,G10
E0343,Phạm Đức Minh,Genesis Holding Office,Manufacturing,EHS,EHS Senior Manager,Senior Manager,1,CEO,58.1,78.1,67,79,50.7,8.7,G5
